
変数情報			
変数	位置	ラベル	欠損値
	661	塗装工、画工、看板工
	662	漆塗師、まき絵師
	663	表具師、内張工
	664	和がさ・ちょうちん・うちわ職
	665	貴金属・宝石・甲・角等細工工
	666	印判師
	667	洋傘組立工
	668	かばん・袋物製造工
	669	がん具製造工
	670	製図工、現図工
	671	映写技士
	672	その他の技能工・生産工程作業者
	673	汽かん士、汽かん火夫
	674	起重機・建設機械運転作業者
	675	その他の定置機関運転作業者
	676	発電員、変電員
	677	電気工事・電話工事作業者
	678	土木・建築請負師
	679	左官、とび職
	680	れんが積工、配管工
	681	畳職
	682	土工、道路工夫
	683	鉄道線路工夫
	684	現場監督、その他の建設作業者
	685	倉庫夫、仲仕
	686	運搬労務者
	687	清掃員
	688	その他の労務作業者
	689	分類不能の職業
	690	旧地主
	691	名目上の役員
	701	スーパー等のレジスター係・キャッシャー
	702	大工
	703	教員
	704	製品製造作業者
	705	会社員
	706	宅配便の配達
	707	自営業
	801	介護員、ヘルパー
	802	その他医療・福祉サービス職従事者
	803	雇われている販売店長
	804	雇われている飲食店長
	986	無職
	987	兵役
	988	大学生、短大生
	989	大学院生
	990	その他の生徒・学生
	991	分類不能の生徒・学生
	998	非該当
	999	不明、無回答
gq03_2l	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	10	農林
	88	非該当
	99	無回答
GQ03_3	1	役職なし
	2	監督、職長、班長、組長
	3	係長、係長相当職
	4	課長、課長相当職
	5	部長、部長相当職
	6	社長、重役、役員、理事
	7	その他
	8	非該当
	9	無回答
GQ03_41	88	非該当
	99	無回答
GQ03_4M	88	非該当
	99	無回答
GQ03_5A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_5AS	888888	非該当
	999999	無回答
GQ03_5BS	8888888	非該当
	9999999	無回答
GQ03_5CS	88888888	非該当
	99999999	無回答
GQ03_5DS	888888888	非該当
	999999999	無回答
GQ03_5ES	8888888888	非該当
	9999999999	無回答
gq03_6c	10	農業
	20	林業
	30	漁業
	40	鉱業
	50	建設業
	60	製造業
	70	電気・ガス・熱供給・水道業
	81	運輸業
	82	旅行業
	91	卸売業
	92	小売業
	93	飲食店
	100	金融・保険業
	110	不動産業
	121	新聞・放送・出版業，映画制作業
	122	広告業
	131	情報・通信サービス業
	132	郵貯・簡保
	140	医療・福祉サービス業
	150	教育・研究サービス業
	160	法律・会計サービス業
	171	その他のサービス業
	172	学習塾・教養技能・健康
	180	公務
	190	分類不能の産業
	980	無職・兵役・学生・非該当
	990	無回答・不明
GQ03_7	1	1人
	2	2～4人
	3	5～9人
	4	10～29人
	5	30～99人
	6	100～299人
	7	300～999人
	8	1000人以上
	9	官公庁
	10	わからない
	88	非該当
	99	無回答
GQ03_8	1	自宅と働いている場所は同じである
	2	15分程度
	3	30分程度
	4	45分程度
	5	1時間程度
	6	1時間半程度
	7	2時間か、それ以上
	8	非該当
	9	無回答
GQ03_9A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_9B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_9C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_9D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_9E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_9F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ03_10	1	20時間以下
	2	20時間超30時間以下
	3	30時間超35時間以下
	4	35時間超40時間未満
	5	40時間
	6	40時間超
	7	定まっていない(季節により異なるなど)
	8	わからない
	88	非該当
	99	無回答
GQ03_11A	0	月0回（毎週休み）
	1	月1回
	2	月2回（隔週で仕事）
	3	月3回
	4	月4～5回（毎週仕事）
	8	非該当
	9	無回答
GQ03_11B	0	月0回（毎週休み）
	1	月1回
	2	月2回（隔週で仕事）
	3	月3回
	4	月4～5回（毎週仕事）
	8	非該当
	9	無回答
GQ03_12	1	長くしたい
	2	今のままでよい
	3	短くしたい
	8	非該当
	9	無回答
GQ03_13	1	はい
	2	いいえ
	3	わからない
	8	非該当
	9	無回答
GQ03_14	1	職場の労働組合に入っている
	2	職場以外の労働組合に入っている
	3	入っていない
	8	非該当
	9	無回答
GQ03_15	1	当面、仕事（事業）を続けるつもりである
	2	仕事（事業）をやめることを考えている
	3	すぐに仕事（事業）をやめるつもりである
	4	わからない
	8	非該当
	9	無回答
GQ03_16	1	定めはない(定年までの雇用を含む)
	2	定めがある(半年契約、1年契約など)
	3	わからない
	8	非該当
	9	無回答
GQ03_16S	1	更新される
	2	たぶん更新される
	3	更新されない
	4	わからない
	8	非該当
	9	無回答
GQ03_17	88	非該当
	99	無回答
GQ04_1A	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1B	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1C	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	5	部下はいない
	8	非該当
	9	無回答
GQ04_1D	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1E	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1F	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1G	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1H	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_1I	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
GQ04_2	1	よくしてくれた
	2	ときどきしてくれた
	3	あまりしてくれなかった
	4	まったくしてくれなかった
	5	上司や同僚仕事仲間はいない
	8	非該当
	9	無回答
GQ04_3A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3G	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3H	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3I	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3J	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3K	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3L	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3M	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_3N	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ04_4	1	1ヶ月以下
	2	2～3ヶ月程度
	3	6ヶ月程度
	4	1年程度
	5	2～3年程度
	6	4～5年程度
	7	6～9年程度
	8	10年以上
	9	わからない
	88	非該当
	99	無回答
GQ05	1	はい
	2	いいえ（ずっと同じ会社で働いている　または　ずっと働いていない）
	9	無回答
GQ05_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2G	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2H	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2I	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2J	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2K	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2L	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ05_2M	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06	1	した
	2	しなかった
	9	無回答
GQ06_1A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_1B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_1C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_1D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_1E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_1F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ06_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
GQ07	1	ある
	2	ない
	9	無回答
GQ07A	1	国立
	2	公立
	3	私立
	8	非該当
	9	無回答
GQ07C	1	記入あり
	8	非該当
	9	無回答
GQ07D	1	昼間
	2	夜間
	3	通信
	8	非該当
	9	無回答
GQ07E	8888	非該当
	9999	無回答
GQ07F	8888	非該当
	9999	無回答
GQ07G	1	卒業見込み
	2	卒業
	3	中退
	8	非該当
	9	無回答
GQ08A	1	だいたい午前／午後×時○分ころ
	2	特に決まっていない
	9	無回答
GQ08AX	1	午前
	2	午後
	8	非該当
	9	無回答
GQ08AY	88	非該当
	99	無回答
GQ08AZ	88	非該当
	99	無回答
gq08a24	88	非該当
	99	無回答
GQ08B	1	だいたい午前／午後×時○分ころ
	2	特に決まっていない
	3	主に家にいる
	9	無回答
GQ08BX	1	午前
	2	午後
	8	非該当
	9	無回答
GQ08BY	88	非該当
	99	無回答
GQ08BZ	88	非該当
	99	無回答
gq08b24	88	非該当
	99	無回答
gq08b48	88	非該当
	99	無回答
GQ08C	1	だいたい午前／午後×時○分ころ
	2	特に決まっていない
	3	主に家にいる
	9	無回答
GQ08CX	1	午前
	2	午後
	8	非該当
	9	無回答
GQ08CY	88	非該当
	99	無回答
GQ08CZ	88	非該当
	99	無回答
gq08c24	88	非該当
	99	無回答
gq08c48	88	非該当
	99	無回答
GQ08D	1	だいたい午前／午後×時○分ころ
	2	特に決まっていない
	9	無回答
GQ08DX	1	午前
	2	午後
	8	非該当
	9	無回答
GQ08DY	88	非該当
	99	無回答
GQ08DZ	88	非該当
	99	無回答
gq08d24	88	非該当
	99	無回答
gq08d48	88	非該当
	99	無回答
GQ09ADH	99	無回答
GQ09ADM	99	無回答
GQ09AHH	99	無回答
GQ09AHM	99	無回答
GQ09BDH	99	無回答
GQ09BDM	99	無回答
GQ09BHH	99	無回答
GQ09BHM	99	無回答
GQ09CDH	99	無回答
GQ09CDM	99	無回答
GQ09CHH	99	無回答
GQ09CHM	99	無回答
GQ09DDH	99	無回答
GQ09DDM	99	無回答
GQ09DHH	99	無回答
GQ09DHM	99	無回答
GQ10A	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10B	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10C	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10D	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10E	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10F	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ10G	1	週に1回以上
	2	月に1回くらい
	3	年に1回か数回程度
	4	まったくしなかった
	9	無回答
GQ11A	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11B	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11C	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11D	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11E	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11F	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11G	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11H	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11I	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11J	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11K	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11L	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11M	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ11N	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	7	子はいない
	9	無回答
GQ11O	1	毎日
	2	週に5-6日
	3	週に3-4日
	4	週に1-2日
	5	月に1-3日
	6	ほとんどしない
	9	無回答
GQ12	1	いる
	2	いない
	9	無回答
GQ12S	1	1人
	2	2人
	3	3人
	4	4人
	5	5人
	6	6人
	7	7人
	8	8人
	9	9人
	10	10人
	88	非該当
	99	無回答
